,Baseline_RT,Baseline_TTL,RI_RT,RI_False_Alarms,Shifting_Congruent_RT,Shifting_Congruent_Accuracy,Shifting_Congruent_FA,Shifting_1_Shifting_Incongruent_RT,Shifting_Incongruent_Accuracy,Shifting_Incongruent_FA,Total_Errors,CogInhib_Incongruent_Accuracy,CogInhib_Incongruent_RT,Conflict_Resolution_Accuracy,Conflict_Resolution_RT,WM_Hits,WM_FA,WM_PR,Min_moves_exit,n_Attempts,WM_Return_Efficiency
35,0.32074641705538015,0.28447039732070245,0.28933418930911375,0.5444797928357064,0.14710051265995439,0.8917441218280708,,,0.8750024756614947,0.449813571172926,0.449813571172926,0.8439400602937579,0.18962698677577453,0.41986781079947355,0.5433240452327609,0.09469182925372234,0.23034671342650914,0.9034993072888796,1.0,,0.1709246317613027
36,0.3334463449953948,0.503981318737058,0.6913140421568231,0.032404209901577705,0.029683606810040505,0.9176213613351267,,,0.4226555893675523,0.5542464192444302,0.5542464192444302,0.9135192677589326,0.08416512197348046,0.5416269840668042,0.6536574315836465,0.3506166628202075,0.4046834428514905,0.36029510255562947,1.0,0.3506166628202075,0.3735944896829855
37,0.25568751037371223,0.055727672203418975,0.04273526928825698,0.9008117521343726,0.025808418159230732,0.982662942940732,,,0.8764418499617144,0.6186566171324552,0.6186566171324552,0.7051305541760746,0.008538842275650585,1.0,0.4703058553380981,0.3506166628202075,0.8323206223413293,0.2907609915851744,1.0,1.0,0.6012304253740135
38,0.11351663587467163,0.9341529470790264,0.6447140120124084,0.2728434459681357,0.5989616013653934,0.6815097225910841,,,0.6912303725774054,0.8291030786067599,0.8291030786067599,0.9060382950783747,0.00953988854410915,0.5416269840668042,0.7155305392478339,0.6327868738851807,0.48256246150690996,0.7901374539780479,1.0,0.6639837954625734,0.720065841526007
39,0.7606420619347645,0.9842432112958073,0.07924982463626554,0.7674065793110514,0.10259442071044277,0.9593829993546255,1.0,,0.9098369759363256,1.0,1.0,0.27593745052082375,0.0045025233913803826,1.0,0.6536663012346405,0.6639837954625734,0.987943358507985,0.6493748643027906,1.0,0.6639837954625734,0.9510644925101145
40,0.5120023544588915,0.5338725195735392,0.43938830520673966,0.96302745199098,0.07608444014953333,0.813362870652113,,,0.9757120464929674,0.69386818517744,0.69386818517744,0.6436726689116905,0.13852361791405735,1.0,0.8348702554411218,,1.0,1.0,1.0,,1.0
41,0.12760019371038409,0.12951539445978297,0.09679478544612494,0.45208745906899406,0.02196924168835669,0.8664734958085052,0.17047066078705375,,0.6912303725774029,1.0,0.41076154008891097,0.746363257278994,0.020717635197714558,1.0,0.6143522815573089,0.9030211616935333,0.9914239282105749,0.8583338712920066,1.0,0.6639837954625734,0.5582366912572869
42,0.5659952788183014,0.8984556412144147,0.0034919929755436088,0.5777377875391659,0.20203091823155428,0.9088282898908393,,,0.1781167342575266,0.3506166628202075,0.3506166628202075,0.6280048287303162,0.32890944143600986,1.0,0.9248570046566711,,0.5542464192444301,0.554246419244429,1.0,0.3506166628202075,0.5542464192444302
43,0.3943303076875169,0.33255833265150875,0.1858554453575587,0.796959167297105,0.21854277044438647,0.983351108018387,,,0.8108537072278987,0.6186566171324552,0.6186566171324552,0.9953148148166165,0.01981864862248215,1.0,0.5429966144494578,,0.7168023769525542,0.7168023769525531,1.0,0.3506166628202075,0.7560683928443415
44,0.09915825180281751,0.25545809607342596,0.43819233997731366,0.847461491205587,0.640590204660218,1.0,,,0.3506166628202075,0.3506166628202075,0.3506166628202075,0.9367875881420178,0.002553211676219423,1.0,0.5106776687444232,,0.10578218427188738,0.1057821842718871,1.0,,0.10581014519268978
45,0.019141853498556665,0.02592025540770412,0.13357099024907998,0.6963872704968734,0.1381543458482173,0.9305370853294301,,,1.0,,,0.9493975012543073,0.13389010202550922,1.0,0.9127220070512482,,1.0,1.0,1.0,,1.0
46,0.25387264788310293,0.019778874541649213,0.04957034725600568,0.6092907133281044,0.004167071018916321,0.9872090853017368,0.1802623726903718,,0.23478266095428293,0.2988611981744149,0.1940933703337292,0.4300110412301946,0.035961932936584055,1.0,0.5432904603870202,,0.29304965613610023,0.2930496561361002,1.0,0.3506166628202075,0.3328749263265429
47,0.7865541994458086,0.9381359402734656,0.8363594355543393,0.7370805773003923,0.9684942041520388,0.9451262172791005,0.5542464192444302,,0.613189156032214,0.23311965810724392,0.43069744085310235,0.9870090944830617,0.02260272985299708,0.6628429651369714,0.6639174813799902,,0.35523426510710077,0.35523426510710143,1.0,0.3506166628202075,0.3917912586955301
48,0.12586484829952946,0.015688622060189707,0.006085110663421439,0.28576279468621657,0.0008940920435712186,0.792888463572911,0.3506166628202075,,0.3506166628202075,0.3506166628202075,0.3506166628202075,0.9032409478538097,0.005312802042000692,1.0,0.4852907019482744,0.3506166628202092,0.25017855168440023,0.33409692187703655,1.0,,0.24116806135738933
49,0.012222012939896698,0.0664449830573348,0.2064374023438822,0.44524459999061083,0.21778437563766104,0.9703206930305787,,,0.350616662820209,0.3506166628202075,0.3506166628202075,0.479095228477056,0.399679954512957,0.6628429651369714,0.5889637045440352,0.4508889157499364,0.4354050239086038,0.24608914466288093,1.0,0.3506166628202075,0.979802342029616
50,0.20309008325609096,0.22167991528540035,0.0026094811036641878,0.48409287941357926,0.051518400558090344,0.8355024608176337,0.17047066078705375,,0.7690219405980364,0.5436546340952342,0.35889116816662897,0.669548722015914,0.8337012731134705,1.0,0.5368274951928975,,0.3426523379574631,0.3426523379574627,1.0,,0.3567691443362545
51,0.5273345148223851,0.3907369720726223,0.14482254523413246,0.0747709737959238,0.08912633550331689,0.8822414199246246,,,0.7808067311339142,0.7665206058620575,0.7665206058620575,0.5512617834812279,0.007300645192071429,0.5416269840668042,0.4922603762634744,,0.5300486770556301,0.5300486770556303,1.0,,0.549187415978192
52,0.5515661742500694,0.07046996634515726,0.0019038599786469108,0.5194182900583795,0.031791724167667096,0.6039387769039577,,,0.6503911741319901,0.26332866905142993,0.26332866905142993,0.9587692541375787,0.08351189036280031,0.485358869986095,0.5789989773730342,0.3506166628202075,0.6486464789728354,0.23059644421114883,1.0,0.3506166628202075,0.6984032723356346
53,0.28579461548478297,0.13490668297737127,0.2167711932711158,0.001011826947132208,0.14277892222323155,0.7489528501062935,,,0.2782306605968442,0.4410515612742152,0.4410515612742152,0.4949908494134826,0.12247248046194995,1.0,0.9510176909201296,,0.20049661817033845,0.2004966181703379,1.0,0.3506166628202075,0.2066741669571857
54,0.4592903857830293,0.27015735273249947,0.14540801982064974,0.3376442798085041,0.0676111064960956,0.8715649270597374,0.6639837954625734,,0.0330682659761972,0.042741266526699795,0.1987195260291315,0.8125917478116209,0.861217354029956,1.0,0.7498281875188444,,0.17729848698997003,0.17729848698996942,1.0,,0.17549944935850195
55,0.964103331550625,0.7735947311229843,0.4173089943978666,0.2890725182252955,0.20300109925555862,0.6479075798298828,,,0.9152015023286939,,,0.5155177286149814,0.23070841480411636,1.0,0.970903828288796,0.3506166628202075,0.03629302425173039,0.9528904143558216,1.0,0.3506166628202075,0.04533043807163615
56,0.7198985319212394,0.5720298275348332,0.7982755482790345,0.9944485764199265,0.25936411434656426,0.9570424756779724,,,0.8828884427987094,0.45139111840675294,0.45139111840675294,0.9775566737917905,0.014996741138479989,0.7855824076464291,0.7826829157418435,0.6639837954625734,0.699392131223628,0.6750384834431257,1.0,1.0,0.9811021534483195
57,0.9102534502531019,0.7263715068331974,0.00035738969158169133,0.35142984877438976,0.6556671310383231,0.8115512347339557,0.3506166628202075,,0.30561190266061805,0.3803671179493946,0.2808236862600685,0.5908609254121939,0.3602711667916991,1.0,0.58294056068192,,0.08066918165613633,0.08066918165613624,1.0,,0.08039798386076016
58,0.7256924293724705,0.5129415590685771,0.7032837255621721,0.6332241182961436,0.05867631604024804,0.9347915622242112,0.3506166628202075,,0.08335603532945329,0.0300807865361676,0.041289617907741216,0.4988933221218218,0.11631051821996925,0.6628429651369714,0.7134700342495371,0.32120752967720306,0.11468998640601949,0.3937782794490462,1.0,0.3506166628202075,0.11302550499068481
59,0.1500670544176086,0.09622782351185054,0.026846011996772865,0.7917420760663467,0.34697860857874585,0.9909363656774022,,,0.623296821890261,0.3506166628202075,0.3506166628202075,0.9571529136243446,0.011406865750373925,1.0,0.9802185498062895,,0.4223426406483326,0.4223426406483317,1.0,,0.44963633211066556
60,0.42216570218106525,0.546446547034192,0.84959419323218,0.2674033692635859,0.5471707362371621,0.8052865684508597,,,0.8634946494087423,0.6487460393253736,0.6487460393253736,0.8975534502521104,0.008740597692241099,1.0,0.972077397174817,0.3506166628202075,0.3243150230871228,0.3767152738633678,1.0,0.3506166628202075,0.3273552772666988
61,0.41334443042491903,0.4789350307510538,0.0022510441511717862,0.942781071415898,0.00014087547386981204,0.5722254422646875,0.3506166628202075,,0.9083625326619508,1.0,0.6186566171324552,0.5721142241720161,0.035598360271839186,0.7855824076464291,0.7650038660835803,,0.7950243201150484,0.7950243201150471,1.0,0.3506166628202075,0.823106975938752
62,0.5223894069703985,0.3129314054559036,0.10785672845165552,0.11318304449802676,0.2687680138123029,0.3018547837391076,0.3506166628202075,,0.7821619448815544,0.7450013987830959,1.0,0.8008132940225098,0.8970556683576623,1.0,0.6134481930356884,,1.0,1.0,1.0,,1.0
63,0.17747936422149577,0.520756337709703,0.03723109729178071,0.39458620766554786,0.00475500565482083,0.684994393997308,0.3506166628202075,,0.45299725712039696,0.24997731217651836,0.512508356508101,0.5980479170438453,0.014965431684397951,0.7855824076464291,0.8381145003093228,0.3506166628202075,0.2686537850957767,0.3761686763477417,1.0,0.3506166628202075,0.282306081208936
64,0.051135059978683,0.0802978549016776,0.02940041480368208,0.4754270774762652,0.004541982743715839,0.9160107547519059,,,0.6630279184551543,0.3506166628202075,0.3506166628202075,0.8887383635669874,0.002429695053738789,1.0,0.8998667786027932,0.5771348237094831,0.9577452900765631,0.5073808014858968,1.0,0.3506166628202075,0.6937088083468681
65,0.6002774829066567,0.806560556123031,0.5918090559173834,0.7013592861426214,0.29718008728009493,0.8279366117525568,,,0.3506166628202075,0.3506166628202075,0.3506166628202075,0.8605598492707118,0.3806945056983284,1.0,0.9293870329003194,0.3506166628202075,0.23565416745753703,0.4258293880638695,1.0,1.0,0.2660174658981221
66,0.6658854844580964,0.681695156514875,0.527447948257074,0.21065421081125651,0.38465929287767964,0.9289245294718295,,,1.0,1.0,1.0,0.7704268781374908,0.03825119237222754,0.6628429651369714,0.7727324270467977,0.17047066078705403,0.27716137283785025,0.7174220920614759,1.0,,0.1905210445788747
67,0.17886755452540581,0.17669941002957137,0.2418249389092891,0.7017016966943797,0.40296235861657104,0.8594027254613651,0.21639132182385276,,0.3230261491379012,0.6203697860910848,0.2655350307297261,0.5373418939318779,0.8520803366083801,0.5416269840668042,0.9724171472387515,0.8125648594211978,0.750652053074101,0.6541114763624051,1.0,0.6639837954625734,0.9467170918159471
68,0.8251013470531942,0.44297558820853805,0.18452219084600763,0.5014395624950154,0.42153001708474347,0.8239650608941074,0.17047066078705375,,0.02651379116131129,0.07628724631153812,0.05115004831869674,0.740621239032138,0.027397637742500022,0.6628429651369714,0.9955222910121794,,0.9752296596697252,0.9752296596697255,1.0,0.3506166628202075,0.8337055846907988
69,0.667100032345989,0.27729339078987625,0.11486363018325986,0.2811440747408192,0.0003719081755740048,0.9223171427908444,0.3506166628202075,,0.24447459460495,0.5542464192444302,1.0,0.7254551057545132,0.001004271938439786,0.6628429651369714,0.5498688423018561,0.3506166628202075,0.9668848870407476,0.3492943672862552,1.0,0.3506166628202075,0.5139900071039504
70,0.10016182759031847,0.1238020815194714,0.9622070450914736,0.5952624273300454,0.9311616335536352,0.8877356598423157,,,0.667738282152384,0.3506166628202075,0.3506166628202075,0.968873266039406,0.0069038762371712225,1.0,0.7970573818420779,0.3506166628202075,0.10960582787978541,0.5439952689353613,1.0,0.5436546340952342,0.1573359971211277
71,0.19617816786004555,0.20994706951509132,0.035419182695942866,0.9433852310774427,0.05114402104639171,0.7215209432026716,,,0.35324304552849795,0.2806702345204662,0.2806702345204662,0.43781879898264,0.06812839700955554,0.4537395392822059,0.9913427567737954,0.8971671193895835,0.10222914269095841,0.5335521301287769,1.0,0.6639837954625734,0.2949314691338564
72,0.1628660396710665,0.15373859247766128,0.6063649261653772,0.04263860884521188,0.7178703308531735,0.8537527810587862,,,0.6180382592987532,0.5542464192444302,0.5542464192444302,0.7513783769642985,0.33251675868279085,0.5416269840668042,0.8820585593989013,,0.7665206058620573,0.766520605862057,1.0,0.3506166628202075,0.8863647906102967
73,0.20943430567679375,0.13994305197876616,0.9160090845674046,0.858427591239293,0.05805925697999874,0.36890897302355363,0.17047066078705375,,0.09391520516619602,0.05538179065292382,0.057028794415143365,0.15884131034701407,0.11843284750575056,0.6628429651369714,0.8774550930289435,0.43482149962204386,0.25063685482132025,0.8417828193811657,1.0,0.3506166628202075,0.17462478549142968
74,0.48061666985524387,0.21885024714761064,0.8925383982708704,0.711282712048438,0.12627982959834133,0.7776915720524801,,,0.6578947786463685,0.5153688884699763,0.5153688884699763,0.9764762415646725,0.7490531198913957,0.5416269840668042,0.8191775579315713,0.3562764233816916,0.8496454569641045,0.2937606540458893,1.0,0.3506166628202075,0.4949735732728713
75,0.1772314955367835,0.2871507438911948,0.031103893275927406,0.11901508955066328,0.03733019848645903,0.982662942940732,,,0.35061666282020665,0.3506166628202075,0.3506166628202075,0.8295696431631658,0.00011528790786356458,0.7855824076464291,0.884336091694555,0.3506166628202075,0.153980079440424,0.6545378326366718,1.0,0.3506166628202075,0.14742563675117326
76,0.14082441325942432,0.13094971446215642,0.0006375827560945622,0.820900179073035,0.015495257928467749,0.7008388445712941,,,0.12160293657600245,,,0.880721702322687,0.004705143442291752,0.5416269840668042,0.9031787299956905,0.7703806136224268,0.7533753597340221,0.7910093364580784,1.0,1.0,0.903561369081724
77,0.30442933933642197,0.3068785801865006,0.0009329935892904386,0.829572742759638,2.2725189821535972e-05,0.5335942332057173,,,0.3835371652258871,0.07688909866587168,0.07688909866587168,0.6523764540930775,0.051543370999823326,0.6628429651369714,0.4856612166928864,0.3506166628202075,0.5957402570158619,0.46088091692449273,1.0,0.3506166628202075,0.3614970145140084
78,0.864046719082309,0.403366650923319,0.006632855535997046,0.8098744752406801,0.09694574220208803,0.27269744032885745,0.2861051019083129,,0.007962106637701381,0.04096773586067461,0.10305055882567629,0.9278494584935383,0.010734508771070617,0.6628429651369714,0.5489182593680716,0.39283471515841617,0.923326207787554,0.25847834207230397,1.0,0.6639837954625734,0.8616756963722697
79,0.18801519782286877,0.18363091734008222,0.10419172493430959,0.3281716117490119,0.0485185711581621,1.0,,,0.8634184289173981,0.3506166628202075,0.3506166628202075,0.926220087787973,0.20060900245926191,0.6628429651369714,0.6854848537522183,0.5727105299786044,0.9523435354495833,0.3626696507896082,1.0,0.5542464192444302,0.7510190872424949
80,0.22097253407605966,0.23368583198576884,0.06359513362951338,0.150792351521853,0.799502646626719,0.9948544903805105,0.3506166628202075,,0.19063982751421846,0.17478008469144296,0.24997731217651836,0.9499688070461986,0.04004015332501481,0.5416269840668042,0.8420313770438076,0.3506166628202075,0.10065426921891306,0.6641136568694879,1.0,0.3506166628202075,0.11979556919201646
81,0.9493570599482523,0.26657767447872455,0.07324429382482935,0.03708411506487567,0.37039169454413545,0.8800281491902249,,,0.7911610625168841,0.24997731217651836,0.24997731217651836,0.7392271498980174,0.07827117762111015,0.7855824076464291,0.8746472055202519,0.3506166628202075,0.08156750706184364,0.5709476019245356,1.0,0.6639837954625734,0.15522804615884386
82,0.07891421263904005,0.3368093711301971,0.9746907772056224,0.19718391505444222,0.7277774479776041,1.0,,,0.8863647906102967,,,0.9303932766467667,0.1339293260236256,1.0,0.630497091094885,,0.681295371504974,0.6812953715049729,1.0,,0.6841449643355252
83,0.052901537695972015,0.07411782408643038,0.6814743545573833,0.7642539806977866,0.05382441329947776,0.8970234012543989,,,0.20537958610848522,0.17047066078705375,0.17047066078705375,0.82476299724389,0.0010854828725075081,1.0,0.8857772177518877,0.35061666282020754,0.8893913387060979,0.2577311261961203,1.0,0.3506166628202075,0.6902277433461714
