,Baseline_RT,Baseline_TTL,RI_RT,RI_False_Alarms,Shifting_Congruent_RT,Shifting_Congruent_Accuracy,Shifting_Congruent_FA,Shifting_Incongruent_Accuracy,Shifting_Incongruent_FA,Total_Errors,CogInhib_Incongruent_Accuracy,CogInhib_Incongruent_RT,Conflict_Resolution_Accuracy,Conflict_Resolution_RT,WM_Hits,WM_FA,WM_PR,Min_moves_exit,n_Attempts,WM_Return_Efficiency,VAS_cold,VAS_hot,STAI_cold,STAI_hot,VAS,STAI
44,-2.971774053,-2.280215409,-0.70955769,0.421192215,-0.691448103,0.020246483,,-0.534522484,0.534522484,0.534522484,0.362422144,-0.435828505,-0.223606798,-0.278687054,0.425066422,-0.432169444,0.67133615,0,0.534522484,-0.01380958,0.09,-0.13,0.208333333,0.25,-0.02,0.125
45,-1.167897904,-1.128700174,-1.952592564,0.384412642,-1.179078857,-0.113085666,0.816496581,0.160581717,0.338061702,0.520755644,0.217383822,-0.10695048,0,-0.320151488,,-0.539728995,0.539728995,0,,0.520605712,0.03,0.12,0.125,0.041666667,-0.05,-0.166666667
46,0.55037465,0.767541084,0.825811878,1.046786379,1.002534553,-0.080636421,,0.152054295,0.163299316,0.163299316,0.304371213,1.611793617,0.316227766,0.357771071,,0.34586749,-0.34586749,0,,-0.329046569,-0.01,0.01,0,0,0,0
47,0.515907975,1.834154444,2.490192305,-0.353317652,1.364430579,0.283715486,,-0.247626709,0.632455532,0.632455532,-0.026256976,0.975930482,0.363803438,0.286425252,0.534522484,-0.250911208,0.683997059,0,0.534522484,-0.212501045,0,-0.05,0,0.041666667,0.13,-0.125
48,-0.976341431,-1.447279703,-0.695598918,-2.456279845,-0.833583325,0.174484299,,0.604728878,-0.426401433,-0.426401433,0.349181035,-0.820440463,0,-0.031203467,,-0.73905334,0.73905334,0,-0.534522484,0.724407149,0.1,0.32,0.041666667,0.291666667,-0.02,0.166666667
49,-0.645978786,-1.077918969,0.852469457,0.533184108,-1.075586429,-0.088022482,0.239045722,1.310771073,-1.251086484,-0.72547625,-0.120524773,0.089049988,0,0.162769673,,0.801783726,-0.801783726,0,,-0.805609473,0.05,0.05,-0.041666667,0.041666667,0,0
50,-0.038938964,0.251826753,0.45111909,0.592179939,0.719178827,-0.249492977,,0.057977104,,,-0.332520065,0.629387914,0,0.018525563,0.534522484,1.259227043,0.032635126,0,0.534522484,-1.227507717,-0.29,0.21,-0.083333333,0,-0.14,0
51,-0.308382427,-0.504214429,0.139290013,-0.003792386,0.653078588,0.029326497,,-0.080494107,0.419313935,0.419313935,-0.014287671,1.506702682,0.138675049,0.140613081,-0.239045722,-0.211980499,-0.229749442,0,0,0.012896418,0.1,0.04,0.125,0.083333333,-0.06,-0.291666667
52,0.096464788,-0.303079295,2.524914639,0.516887416,0.243595443,0.129898118,-0.534522484,0.583978849,-0.489897949,-0.609994281,0.274353117,-0.472011077,0,-0.283354522,,1.090621998,-1.090621998,0,,-1.091841667,0,0.05,-0.041666667,0.083333333,0.05,0.041666667
53,0.30026997,0.578556068,-0.207899529,0.260774244,-1.145169058,0.044530289,-0.534522484,1.007283651,-1.397070946,-1.30188911,-0.345994019,0.835928284,-0.223606798,-0.187768425,0.570558026,0.934521777,0.485424898,0,0.534522484,-0.949400005,0,0.1,0,-0.041666667,0.1,0.208333333
54,-1.417849174,-1.679758485,-1.325256021,-0.143889119,-0.521597365,0.006181421,,-0.269342196,0.534522484,0.534522484,-0.02728739,-1.509998643,0,-0.012592933,,-0.444386396,0.444386396,0,,0.4174469,0,0.15,0,0.166666667,0.15,0.166666667
55,0.703229961,0.552213866,0.104895695,-0.617496349,0.330257171,-0.134414335,,0.094392271,-0.251976315,-0.251976315,0.065406994,-1.599481478,0,-0.017777948,-0.534522484,-0.560962391,-0.50403689,0,-0.534522484,0.560490185,-0.1,0.1,-0.083333333,0.25,0,0.333333333
